id_str,full_text
1.28403E+18,@JustNandang @IndraJPiliang dinasti politik itu apa sih? pemilihan walkot ini bukannya dipilih langsung oleh rakyat? kalo gak suka kan tinggal gak usah milih
1.25491E+18,@SamudraVenus Kuasa dinasti : ngapain aj bebas Netter : beropini tp ga dianggep Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik
1.25491E+18,Kuasa dinasti : ngapain aj bebas Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik
1.2548E+18,@prstygals @mouldie_sep Kalo ada yg jengah dg politik dinasti ya edukasi rakyat supaya ga milihlah lagi &amp  itu butuh biaya.   mas @ridwanhr dr pd duitnya buat beli rumah di klaten mending buat kampanye agar rakyat Klaten ga milih keluarga itu
1.25476E+18,@akadusyifa Kuasa dinasti : ngapain aj bebas Netter : beropini tp ga dianggep Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik
1.25476E+18,@Vindi_ahola @mkhoiruzt_ @akadusyifa Kuasa dinasti : ngapain aj bebas Netter : beropini tp ga dianggep Rakyat klaten : mereka gabisa ap²slain milih yg mreka tau/prnh liat/prnh berjabat Strategi politik : mereka ga pduli sama opini aplgi kritik
1.23079E+18,dinasti politik emang kliatan isu sepele. toh ada yg bilang: hak setiap orang dong utk masuk ke ranah politik. masa cuma krn kebetulan anaknya presiden
1.21202E+18,@bastianmalau1 Dinasti politik ndasmu...kalo rakyat ga milih ya gak jadi ..bukan ditunjuk seperti orde baru jaman Suharto...
1.212E+18,Kalau yg milih bkn rakyat langsung boleh disebut membangun dinasti politik drun. Jaman skrg emang gampang gaet suara rakyat kalau bkn dr kualitasnya. Disogok jg blm tentu mau nyoblos yg nyogok.  https://t.co/AaDCgYdYIj
1.20602E+18,@autophilewin @seokpujinjafar @tubirfess Kok sampai ke bela-belaan? Kan emang kembali ke rakyat. Gibran punya hak nyalonin (walaupun dulu katanya ogah). Kalo ditakutkan terjad dinasti politik ya rakyat jangan milih itu poinku 😁
1.2035E+18,@detikcom Nah ini! Ada buktinya kok AHY.. Nggak bakal dinasti politik kalo nggak ada yang milih
1.18119E+18,'Dinasti politik' itu jangan disamakan dengan jaman kerajaan ya. Klo kerajaan
id_str,full_text
1.71732E+18,@jokowi Lihat lah Bapak penghianat politik sedang membangun dinasti 
1.71732E+18,@bobby_risakotta Hehehe.. capres berpengalaman ditenangin sama anak ingusan..  Tapi anak ingusan itu memang spesial sih.. karena anaknya presiden.  Kalau bukan anak presiden
1.71731E+18,@lhayesno @yunartowijaya Jual kesederhanaan?  Seperti jokowi?  Yang sekarang kalian tuduh membuat politik dinasti dan menjadi pengkhianat konstitusi itu?
1.71731E+18,@jansen_jsp @PDemokrat Dulu teriak perubahan dan sekarang balik ke keberanjutan dengan mengusung antek orba bersama dinasti politik jokowi.. 🤣
1.71731E+18,So
1.71731E+18,Polemik Dinasti Politik: Lain Gus Dur
1.71731E+18,Polemik Dinasti Politik: Lain Gus Dur
1.71731E+18,@HusinShihab Bukannya dari tahun 2014 rupiah juga anjlok ya Sin? Tapi loe tetap tegak lurus Jokowi. Gibran &amp  Bobby jd walkot
1.71731E+18,@chicohakim @jokowi @PDI_Perjuangan @ArsjadRasjid @pramonoanung @bobbynasution_ @GunRomli @imadya @prastow @Penyuka_ombak isu dinasti politik &amp  sengkarut MK juga skrg biarkan mjd domain bantahan paslon PS-GR krn nya GAMA gak usah terpancing byk nimbru
1.71731E+18,4. Utk tujuan tsb
1.7173E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/ckKbYhNelM
1.7173E+18,@MarahIchsan Negara demokrasi tidak mengenal istilah politik dinasti karena yang menentukan siapa presiden bukan keluarga Jokowi tapi rakyat Indonesia. Contoh paling dekat adalah PM Singapura yang juga putra mantan PM Singapura. Apakah rakyat Singapura me
1.7173E+18,@WagimanDeep212_ Kita lawan Bib
1.7173E+18,@GunRomli pk guntur gak usah baper gk usah kepanasan yg penting kita sama2 berpolitik dengan santun tampa ada fitnah ini takdir prabowo gibran  jokowi bersatu jdi tfk ada dinasti politik. Terima saja kenyataan nya 🤣🤣🤣
1.7173E+18,@jambumanis19 @kompascom @jokowi Anda masih terbius wajah polos ndeso setelah dia bikin politik dinasti dan mengangkangi konstitusi dgn ipar nya.. Sadarlah dia itu tau benar ke naif Anda orang indonesia bisa di manfaatin.
1.71729E+18,@VIVAcoid Permainan politik tingkat tinggi. PDIP gak mau nyerang Jokowi scr terang-terangan krn gak mau pihak PS ambil moment “dizolimi”. Kalopun GP kalah
1.71728E+18,"@kompascom Sejak skandal"" Kep. MK 90"
1.71725E+18,Kekecewaan terbesar awak
1.71725E+18,@Dennysiregar7 Sy bc postingan abang mkn prihatin
1.71725E+18,@jokowi 85 juta orang lebih pendukungnya dikhianati ama nih orang. merusak konstitusi negara memainkan politik dinasti seperti era soeharto yang digulingkan ditahun 1998 demi reformasi
1.71724E+18,@sigitwid ..konstitusi dikangkangi..MK sudah menjadi mahkamah keluarga..sentimen negatif menguat..rakyat akan melawan kolusi para elit Partai..tegak lurus konstitusi..lawan kolusi dan nepotisme...politik dinasti membunuh demokrasi..lawan Prabowo &amp  din
1.71724E+18,@jokowi Sebagian besar media Internasional memberitakan pemilihan Gibran Rakabuming sebagai bacawapres 2024 mendampingi Prabowo merupakan bagian dari nepotisme dan upaya membangun dinasti politik yang dapat merusak proses demokrasi.
1.71724E+18,Langgengkan Politik Dinasti
1.71723E+18,@narkosun Diakhir masa Jabatan Setelah ga jd Presiden Jokowi ga mau usut. Makanya dia sibuk untuk cawe-cawe melenggangkan dan menjadi Politik Dinasti dengan alasan untuk rakyat
1.71723E+18,@AntonKu73047372 Purnomo korban Dinasti Politik @gibran_tweet anaknya @jokowi
1.71723E+18,@kumparan bukan cuma merusak demokrasi
1.71723E+18,@henrysubiakto ada dinasti politik iya
1.71722E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/OtitxGzQRu
1.71722E+18,@kumparan apa yang disampaikan mahasiswa untuk menolak #dinastipolitikjokowi itu udah bener banget 
1.71722E+18,@DokterTifa Dinasti Politik Jokowi
1.71722E+18,@Miduk17 sejarah akan mengingat
1.71721E+18,Menilik Hubungan Pengadilan Socrates Dengan Putusan MK Yang Sarat Akan Upaya Dinasti Politik Jokowi . . . Puan PKS NGAPAIN AJA Adian Gemoy Muda Bersatu Kiky 1.8 m Xi Jinping Nyesel ODGJ SHUT UP Copenhagen MKMK Erdogan Maguire Amran Sulaiman Rasmus Hojlund Turkey https://t.co/yJtC7KFTVW
1.71721E+18,Barisan calon kalah pasti akan selalu membangun narasi politik dinasti
1.71721E+18,@adearmando61 @gtobing2903 @RajaJuliAntoni  Gara² Raja Juli bilang Jokowi politik dinasti. Tolak politik dinasti yg membunuh demokrasi   😂😂😂 https://t.co/LbcEkSLIvn
1.71721E+18,@jokowi Kirain politik identitas berbahaya
1.71721E+18,@farhanajidharma Datanya ya berita itu. Yg paling banyak ya cuma pak Jokowi yg disebutkan.   Tapi kalau mau dibuka semua
1.71721E+18,@Pejuang__rupiah Politik dinasti membunuh demokrasi..lawan penculik &amp  dinasti jokowi menguasai 🇲🇨...🤟🤟🤟🤟❤️🇲🇨❤️..ganjar mahfud tegak lurus konstitusi..#GanjarMahfudTakGentar https://t.co/9lQEVQdfvG
1.71721E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/ZbJz15T5qD https://t.co/ZbJz15T5qD
1.71721E+18,https://t.co/Pxy8gNGoz9
1.7172E+18,@PolJokesID @Gerindra Saya cuma mau nanya soalnya saya lumayan masabodo ama politik indo karna kadang hasilnya ketebak
1.7172E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/UbCmEPqSaC https://t.co/Hobs0hQ8Th
1.7172E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/Kkgef3Ytfx
1.7172E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/r6Tf7b4kFE
1.7172E+18,Langgengkan Politik Dinasti
1.7172E+18,Keberadaan Gibran dinilai akan mendongkrak elektabilitas Prabowo dengan “efek Jokowi”
1.7172E+18,@AhmadGema7 ganjar/mahfud udh bagus bgt gem
1.7172E+18,Mahasiswa di Semarang Gelar Demo Tolak Politik Dinasti Presiden Jokowi https://t.co/R0dyN77vPL
1.7172E+18,Jokowi kianati PDP jokowi gibran mencla mencle  Buat Dinasti politik  Maka banyak pendukung Jokowi yg marah kecewa dan pindah dukung Ganjar   ProJo nusantara banyak yg pindah dukung Ganjar jd Relawan Ganjar  Pak @ganjarpranowo sdh punya Relawan Ganjar di 38 provinsi sejak Jokowi… https://t.co/tvW95YnNUJ
1.7172E+18,@jambumanis19 @kompascom @jokowi terbaik drmana yg mengabaikan etika politik dan tabrak aturan buat bangun dinasti politik
1.7172E+18,"Pada suatu ketika ...  Kontribusi terbesar Jokowi bagi demokrasi adalah pemutusan mata rantai dinasti politik dengan membiarkan anaknya tetap berjualan martabak.""  (15 Maret 2018) https://t.co/SdIwLVx7Dh"""
1.7172E+18,@danielht2009 @Dennysiregar7 @PDI_Perjuangan #dinastipolitikjokowi x #antekorba jadinya ORBA ++ atau #OrdeBaruReborn
1.7172E+18,@Dennysiregar7 Minta ke emaknya untuk dijadiin walikota sampe presiden bahkan sampe anak dan mantunya jadi walikota
1.71719E+18,@Dennysiregar7 Semua permintaan dituruti
1.71719E+18,Keluarga nya  saling gotong royong
1.71719E+18,@willsarana pak jokowi juga manusia biasa mas
1.71719E+18,@Dennysiregar7 Salah pilih Jokowi dan hampir semua orang terkecoh
1.71719E+18,@Ajib20293663 Politik dinasti itu klo di tunjuk lsg anak jd menteri misal nya   Klo si gibran itu msih harus di pilih rakyat
1.71719E+18,Mau dgn seribu alibi
1.71719E+18,Sebabak Drama Politik Dinasti  Sudah sampek di titik ini
1.71719E+18,@kompascom saya sudah tidak percaya lagi dengan pak jokowi karena ingin membangun dinasti politik dan saya sangat anti
1.71718E+18,Lo serang jokowi dgn makian2  - penghianat  - bocil bangsad  - haus kekuasaan  - politik dinasti  - Berhala   Gue mana komen tuit lo smua   Giliran gue tuit bela jokowi ko pd kegerahan 😂🤣   Gue ga suka pendukung #GanjarMahfud jd pembenci spt ini  ‼️
1.71718E+18,Bakal calon presiden dari Koalisi Indonesia Maju (KIM)
1.71718E+18,Ratusan Mahasiswa di Semarang Demo Protes Politik Dinasti Jokowi https://t.co/GmSocQoaJU
1.71718E+18,@eddy_widodo_165 @kompascom The real dinasti politik yang keliatan banget tabrakin aturan ya jokowi
1.71717E+18,Jokowi ini udah nggak cukup kapabel jadi presiden
1.71717E+18,Langgengkan Politik Dinasti
1.71716E+18,Langgengkan Politik Dinasti
1.71716E+18,@Hero212_reborn Jangan dipilih politik dinasti jokowi   Indonesia negara demokrasi.   #OrdeDunguHarusDiakhiri #OrdeDunguHarusDiakhiri https://t.co/t6fChtcmgm
1.71716E+18,Dinasti Jokowi…? Sekarang politik jadi sudah warisan keluarga
1.71716E+18,@kompascom Dinasti politik dimain kan itu sma hal nya jokowi 3 priode
1.71716E+18,@nestoradriyan @Yusrilihza_Mhd Bikin gaduh aja ini emang #dinastipolitikjokowi
1.71716E+18,#dinastipolitikjokowi sedang unjuk gigi
1.71716E+18,Usai Gibran resmi jadi cawapres Prabowo
1.71716E+18,Banyak yg tidak menyangka kalo akhir dr skenario drama politik  dinasti (tanda kutip) keluarga Jokowi dipertontonkan hingga saat ini .  Secara halus bisa dirangkum dengan 1 kalimat   DEMI TAHTA 
1.71716E+18,@kompascom lah Romo bicara politik.. dinasti politik kok pas Jokowi duank.. kan dinasti politik bukannya yg ketua umum
1.71716E+18,Wahai Bapak Politik Dinasti @jokowi   Rakyat mana lagi yang sedang kau incar untuk DITIPU DAN DIKHIANATI LAGI?!
1.71716E+18,Langgengkan Politik Dinasti
1.71716E+18,@reihannayaka @Yusrilihza_Mhd #MahkamahKeluarga  #dinastipolitikjokowi  #OrdeBaruReborn   Mau nambahin ?
1.71716E+18,@reihannayaka @Yusrilihza_Mhd MK udah dipegang pak lurah untuk memuluskan jalan membangun #dinastipolitikjokowi
1.71716E+18,@jokowi Shame on you Pak President @jokowi  membahayakan negara ini dng mengangkangi konstitusi dan membangun politik dinasti. Sungguh ngeri 🙈🙈  #OrdeBaruReborn https://t.co/QqA5cKpOp0
1.71716E+18,Gue nyantai banget pilpres kali ini
1.71716E+18,Soal Tudingan Dinasti Politik
1.71715E+18,@hasyimmah Moga2 ini revenge Jokowi ke dinasti banteng
1.71715E+18,goblok
1.71715E+18,MOTIF PRABOWO DUET SAMA JOKOWI KW. MAU POLITIK DINASTI KEK
1.71715E+18,@jokowi Dengan KKN pak dan politik dinasti..  Amerika punya Paman Sam Indonesia punya Paman Usman
1.71715E+18,@AirinDatangLagi Kl ingin memutuskan politik dinasti
1.71714E+18,@BlueSky217 Politik dinasti itu tdk dipilih rakyat tpi di tunjuk langsung
1.71714E+18,@NarasiNewsroom Titip pesan Mbak Nana dan tim jika berhasil mewawancarai mas Gibran sebagai Cawapres.  Apakah Mas Gibran dan keluarga tidak malu dengan opini publik yang beredar tentang Mahkamah Keluarga atau Dinasti Politik Jokowi ?  Semoga ditanyakan
1.71714E+18,@tvOneNews Jokowi berkuasa sdh 9 thn hanya sejahtrakn keluarganya lewat KKN berwujud dinasti politik ya. Fakta https://t.co/0WCyBiQQdN
1.71714E+18,Ya memang  bener  belum tentu pak jokowi  sempurna baik nya sbg presiden. Banyak kebijakan2 yg ga selalu tepat sasaran di masa pemerintahan dia. Ya bener dia praktekin politik dinasti ( mohon maaf kl aku bisa memaafkan hal  itu )
1.71714E+18,@kalkunjava @twhandayani78 @detikcom Tanpa harus dikomparasi dgn pilihan siapapun
1.71714E+18,Dinasti politik bertujuan untuk melanggengkan kekuasaan dan kapital. Praktik dinasti politik memerlukan cara-cara culas untuk mencapai tujuan yang diinginkan.  Dinasti Politik Jokowi Maju Selangkah Lagi  https://t.co/1Tnr9QJTSD
1.71714E+18,Apa itu Dinasti Politik? Pengamat Hukum Tata Negara Nilai MK Langgengkan Politik Dinasti Jokowi https://t.co/x1nMCxcnBS #TempoNasional
1.71713E+18,@StefanAntonio__ Ada juga loh orang tuh yg Setuju itu politik dinasti dan Tetap suka jokowi dan Milih PS dan GB.. Yuk Promosikan Jagoan masing2
1.71713E+18,[NEWS EXPLAINED]  Prabowo bela Jokowi dari tudingan dinasti politik. Ia mengatakan banyak parpol menerapkan dinasti
1.71713E+18,@hasyimmah maaf neh tapi suka ga suka 2 pemilu terakhir dan sekarang
1.71713E+18,@Dennysiregar7 Dulu anda sangat mendukung dan membela jokowi
1.71713E+18,@MprAldo Masih heran dari fisik aja lebih baik AHY daripada Gibran. AHY kok mau mau aja 🤣  Politik dinasti dipampangkan secara nyata padahal. Semoga kisruhnya PDI dgn jokowi menguntungkan Anies sebagai pemilih pak Anies mengharapkan temen temen pendukung
1.71713E+18,Ternyata Jokowi minta 3 periode tp ditolak Megawati
1.71713E+18,@Kanjeng2022 Amien ngais mendadak bisu pdhl Jokowi sdng melakukan politik dinasti. Tanya kenapa?
1.71713E+18,@jokowi DINASTI POLITIK ITU MENGERIKN KAWAN. JANGAN JADIKAN INDONESIA SEPERTI  KORUT...   https://t.co/z80JoVeak2
1.71713E+18,@Miduk17 Barangkali ini politik BALAS BUDI aja
1.71712E+18,@detikcom Jokowi Vs Megawati
1.71712E+18,@hasyimmah Yg bikin malas kubu jokowi Kembali ke masa kegelapan orba.. hukum dikangkangi/MK masalah HAM/penculikan aktivis Nepotisme/dinasti politik
1.71712E+18,@yantanu2_08 @jokowi Selamat menikmati drama politik dinasti😂
1.71712E+18,@kompascom nggak berdasar njir
1.71712E+18,@PDI_Perjuangan @deddysitorus @pramonoanung @puanmaharani_ri @jokowi soal dinasti politik juga
1.71712E+18,Jokowi
1.71712E+18,@jokowi Pak ramai bener soal politik dinasti. Tp saya cuman mau tnya aja nih
1.71712E+18,Ada sejumlah tuntutan yang disampaikan para mahasiswa
1.71712E+18,Suara nitizen +62.  Memilih Prabowo-Gibran Sama saja dengan menambah Jokowi 3 periode.  Indonesia hrs keluar dari jebakan politikn dinasti yg merusak tatanan politik dan demokrasi.
1.71712E+18,full power skrg
1.71712E+18,@hc_poirot Di sisa waktu jabtan byk kabinet yg di ganti
1.71711E+18,Pada mulanya... #dinastipolitikjokowi https://t.co/AK8luIfldO
1.7171E+18,Tiga Poros Capres-Cawapres yang Diusung Tiga 'Dinasti Politik'  Poros pertama pengendalinya adalah Surya Paloh
1.7171E+18,Target utama Jokowi.Mau di-cap Politik Dinasti...bodo amat.Dgn didukung Anwar Usman sbg Ket MK
1.7171E+18,dinasti politik jokowi tak hanya  mengoyak etika politik tapi sekaligus merusak demokrasi  #OrdeBaruReborn https://t.co/2qq28UsBVO
1.7171E+18,dinasti politik adalah keluarga yg patriotik
1.7171E+18,"dinasti politik mengacu pd keluarga yg memilih untuk mengabdikan diri untuk kepentingan bangsa.""👍Menhan"
1.71709E+18,“Yg menentukan itu rakyat
1.71709E+18,Wkwkwkwk lebih pilih dinasti jokowi deh gue juga🤣 lebih seru nih dunia politik negara ini he he he
1.71709E+18,😅dinasti politik kalo untuk Indonesia lebih baik gmn PDIP ?? itu PDIP Megawati
1.71709E+18,Sandiwara Jokowi demi 3 periode lewat politik dinasti. 😡🤮
1.71709E+18,@ariel_heryanto Sekelas Professor hanya baca Judul @ariel_heryanto trus era Jokowi Korupsi makin Menjadi jadi... Makin memuja Jokowi nih.. Professor Punya Solusi apa!!! Pendukung Dinasti Politik!!! Memalukan!! Gak punya Solusi.. Buat apa Gelar Prof.. Indo
1.71709E+18,@YepryR Semuanya dikibulin sama dinasti politik keluarga Presiden Jokowi
1.71709E+18,Jokowi gebukin Jokowi. 🤣🤣  Pendukung Prabowo yang dulu biasanya selalu su'udzon tiba² hening
1.71708E+18,kalo mau menunjukan dinasti politik ya terang2an aja skrg. nanti alesannya tinggal bawa2 “rakyat”. mudah kan? ya bener ya @jokowi @gibran_tweet
1.71708E+18,@kompascom Jd si butet ini bkn ga suka politik dinasti tp dy khawatir ganjar kalah klo ga 'dibantu' jokowi 😆
1.71708E+18,Tanggapi Dinasti Politik Jokowi
1.71708E+18,@marchhasshhh @Axtrophysics @tvindonesiawkwk Kualitas bisa diliat dari Rekam jejak masing2 Capres
1.71708E+18,kukira pak jokowi disetir bu mega
1.71708E+18,@DutaLinux @Dennysiregar7 @KPU_ID Ohya
1.71708E+18,@NenkMonica Mega...!!!
1.71708E+18,@Dennysiregar7 dulu denny itu gila mati mendewakan jokowi
1.71708E+18,Kasihan ya jadi anak muda. Gampang banget digoreng dan digiring kesana kemari. Membayangkan 3 anggota keluarga (Jokowi
1.71708E+18,Nggak kayak kita-kita yang cuma sambat di twitter waktu tau Pak Lurah lagi bangun dinasti politik
1.71707E+18,Warnai.  https://t.co/c7Bg1kTJsS  #dinastipolitikjokowi  #JokowiPredatorPemilu2024  #JokowiLanggarKonstitusi
1.71707E+18,Lagi kita warnakan.  https://t.co/OV4Dush4v7  #dinastipolitikjokowi  #JokowiPredatorPemilu2024  #JokowiLanggarKonstitusi
1.71707E+18,PKS menanggapi permainan politik dinasti yang sedang dibangun Jokowi . . . Adian Habib Luthfi 1.8 M MAU BANGET MKMK Queen Rania SMA VS SEKARANG Foto Liburan Keluarga Clarence Thomas UN Secretary General KARINA DRAMA TEASER Profesor Chief of Staff Capresmu https://t.co/bn7yRLPK7s
1.71707E+18,PKS menanggapi permainan politik dinasti yang sedang dibangun Jokowi . . . Adian Habib Luthfi 1.8 M MAU BANGET MKMK Queen Rania SMA VS SEKARANG Foto Liburan Keluarga Clarence Thomas UN Secretary General KARINA DRAMA TEASER Profesor Chief of Staff Capresmu https://t.co/z4MXaZVnrk
1.71707E+18,Apakah keluarga Jokowi akan menjadi kayak keluarga Kennedy? Sebetulnya banyak negara Barat memiliki dinasti politik yang sukses dan disukai rakyat. Ada juga yang ga.
1.71707E+18,Jokowi dulu dianggap sebagai pemimpin yang dorong nilai-nilai demokratis. Namun
1.71707E+18,Bila 3 calon nih kemungkinan besar dua putaran
1.71707E+18,Buku ini di buat tahun 2020. Itu artinya yang buat buku ini super genius. Di sana lengkap ceritanya. Jangan terkaget-kaget karena panutan kita tak sepolos itu.... Yang mau baca ini klik  Dinasti Politik Keluarga Presiden Jokowi - https://t.co/3ScdyRHhRf https://t.co/7yPZVl8q9n
1.71707E+18,@Leonita_Lestari Narasi bodoh yg dipercaya orang bodoh. Jokowi ya Jokowi @jokowi bukan @gibran_tweet dan Jokowi pun sdh berubah karena Nafsu Politik Dinasti nya. Gibran hanya Cawapres
1.71706E+18,Warga Solo disebut ramai-ramai dukung Prabowo Subianto di Pilpres 2024. Isu politik dinasti kemudian mencuat ketika anggota keluarga Presiden Jokowi kini seolah mendapatkan akses patas untuk naik ke jabatan tinggi pemerintahan. https://t.co/VQVp7bYgEv
1.71706E+18,@VIVAcoid Sejati nya Dinasti Politik
1.71706E+18,@KompasTV Ia masyarakat Menilai bahwa Anda @jokowi sedang membangun dinasti Politik. Wajah anda menipu smw org. Ternyata ada tak ubahnya Harto..!!
1.71706E+18,Orba aja gada dinasti politik
1.71706E+18,@narkosun Tidak patut memperoleh kekuasaan dg cara politik dinasti. Ternyata jokowi oh jokowi...
1.71706E+18,@wrahardian2 @Paramitha234 @AdianNapitupul1 @ak @gibran_tweet @DavidWijaya82 @ferdinand_mpu @MARQUEZ__93 yg jd masalah / isu di tengah masyarakat bukan itu... melainkan keputusan MK yg '' di duga sengaja meloloskan keponakanya jd cawapres. karena ada hubu
1.71706E+18,kepada negara dan bangsa NKRI 2) Gue lebih suka milih dinasti Pak Jokowi ketimbang dinasti Partai Politik PDIP yang sudah bertahun-tahun lamanya menguasai dan memotori pemimpin kita dari belakang Layar. #PrabowoGibran #PAGIyangcerahuntukIndonesiaTerusMaju
1.71706E+18,@narkosun Lah di Indonesia dari dulu itu sdh Politik Dinasti....Mulai Soekarno
1.71706E+18,@west_vurginia @PartaiSocmed Anies Pertama
1.71706E+18,@PartaiSocmed Minimal Amin paling dikit kelemahannya. Dukung gama memperpanjang kerusakan yg sudah dibuat PDIP dan Jokowi. Dukung Bogi merusak demokrasi
1.71705E+18,@husnimubarak_id @ariel_heryanto Prof tukang sebar kebencian ini si Ariel. Dia jg yg berkontribusi dalam politik dinasti Gibran hari ini. Buzzerp Jokowi itu orang.
1.71705E+18,@ariel_heryanto Otak sudah tertutup kebencian mulu. Lo itu kontributor nyata akan adanya politik dinasti Gibran hari ini. Gak nyadar Lo itu buzzer Jokowi???????????
1.71705E+18,@ariel_heryanto Woy Ariel
1.71705E+18,@dAsalbantani @islah_bahrawi @jokowi Pusing membangun dinasti politik https://t.co/M6qMHZk4Ro
1.71705E+18,@seruanhl @03__nakula @B3doel___ @BiLLRaY2019 @AntoniusCDN @yarachantique @denni_sauya @aan_muba @007koteka @Urrangawak @RenaHoston178 Kenapa hanya dinasti Jokowi yang di bahas. Padahal sebelumny asudah buanyak dinasti dinasti politik
1.71705E+18,Geli jir liat jokowi 
1.71705E+18,@Yettidewi @kangdede78 @jokowi Mohon maaf kalau Gibran lahirnya telat. Jangan ada diskriminasi umur hanya demi melanggengkan kekuasaan partai dinasti politik PDIP.
1.71705E+18,Kayanya ga terlalu ngaruh orang udh tau ketua MK iparnya jokowi dan bikin gibran bisa jd cawapres
1.71705E+18,Berita Pilihan
1.71705E+18,@kumparan negara ini bukan kerajaan yg bisa diwariskan kepada anak cucunya....Lawan Politik Dinasti KKN NEPOTISME @jokowi  dan keluarganya
1.71705E+18,Top Isu
1.71705E+18,Ada yang membandingkan dinasti politik Indonesia
1.71704E+18,Tim Pemenangan Koalisi Indonesia Maju diwakili oleh Dahnil Anzar Simanjuntak menyampaikan   Diskursus dinasti politik dilihat dari aspek yang positif atau klan politik
1.71704E+18,@StefanAntonio__ mau dikasi pembelaan &amp  argumen apapun ya emang politik dinasti @gibran_tweet mau dikasi bumbu apapun org waras sdh pasti nyadar
1.71704E+18,@AirinDatangLagi negara ini bukan kerajaan yg bisa diwariskan kepada anak cucunya....Lawan Politik Dinasti KKN NEPOTISME jokowi dan keluarganya
1.71704E+18,@CNNIndonesia Memenangkan prabowo sama saja melanggengkan politik dinasti yg sdah digunakan jokowi.. Negara kok coba2..nyoba yg srig kalah dmi ambisinya msuk pemerintahan ngumpul modal dn kekuatan.. Nyoba walikota bersumpah 1 periode 2 th dh ngacir... Tdk
1.71704E+18,@sigitwid negara ini bukan kerajaan yg bisa diwariskan kepada anak cucunya....Lawan Politik Dinasti KKN NEPOTISME jokowi dan keluarganya
1.71703E+18,@Aryprasetyo85 negara ini bukan kerajaan yg bisa diwariskan kepada anak cucunya....Lawan Politik Dinasti KKN NEPOTISME jokowi dan keluarganya
1.71703E+18,@narkosun Cebong 9th pada pingsan skrng br sadar
1.71703E+18,Jokowi Diterpa Isu Dinasti Politik
1.71703E+18,Sambutan Pertama Gibran Sebelum Pendaftaran ke KPU  Gibran tanpa Jokowi Bapaknya sebagai Presiden apakah mungkin akan dicalonkan sebagai Cawapres Prabowo?  Inilah buruknya Dinasti Politik
1.71703E+18,Rakyat Indonesia Sudah Sangat Pintar. (Survey terlampir sebagai refleksinya)  Masalah Pokoknya disini bukan soal Politik Dinasti dimana Gibran adalah Anak Pakde Jokowi maju sebagai Cawapres. https://t.co/uiWOubZ7x3
1.71703E+18,@WagimanDeep212_ di balik politik dinasti nya apakah mungkin ada transaksional  spt ini.  Prabowo - Gibran menang. ketum gerindra jadi milik Jokowi. full langgeng kekuasaan.
1.71703E+18,@tvOneNews Fasilitas negara tidak dipakai pak
1.71703E+18,Usai wacana presiden 3 periode ditolak Ketum PDI-P. Presiden Jokowi mulai bergerak merencanakan merubah syarat Capres/Cawapres agar Gibran bisa maju di pilpres 2024. Jokowi mengangkangi konstitusi untuk membentuk dinasti politik dan dinasti kekuasaan. #OrdeBaruReborn https://t.co/xgjovftZM1
1.71703E+18,@hariankompas Selasa ini : @kaesangp yg dadakan dinobatkan sbg Ketum  @psi_id kayak diplot utk bawa PSI dukung kakaknya.  Kemudian ketika kritikan masyarakat kpd @jokowi soal dinasti politik
1.71703E+18,@OposisiCerdas Karpet merah utk Gibran Produk Cawe cawe (Kepentingan Politik Dinasti) kerusakan Rezim Jokowi sdh berakar
1.71702E+18,Jokowi dari Hero to Zero: Gurita Bisnis Anak dan Skenario Politik Dinasti https://t.co/3AUX78K56J  #RakyatMuakPolitikDinasti  #RakyatMuakPolitikDinasti
1.71702E+18,@detikcom Tenang pak... putra mahkota sudah hadir....  #dinastipolitikjokowi
1.71702E+18,Jokowi dari Hero to Zero: 'Gurita Bisnis Anak dan Skenario Politik Dinasti' https://t.co/Q2gzT19jVJ https://t.co/Q2gzT19jVJ
1.71702E+18,Jokowi dari Hero to Zero: 'Gurita Bisnis Anak dan Skenario Politik Dinasti' https://t.co/NajDqtGMvH
1.71702E+18,@hasyimmah DINASTI POLITIK
1.71702E+18,Politik dinasti Jokowi ancam demokrasi.  Penghapus nilai2 demokrasi itu bernama politik dinasti.  #RakyatMuakPolitikDinasti  #RakyatMuakPolitikDinasti https://t.co/YogCoDfbnD
