full_text,Sentiment
['fulltext'],Neutral
"['lihat', 'penghianat', 'politik', 'bangun', 'dinasti']",Neutral
"['risakotta', 'hehehe', 'capres', 'alam', 'ditenangin', 'anak', 'ingus', 'anak', 'ingus', 'spesial', 'anak', 'presiden', 'anak', 'presiden']",Positive
"['jual', 'sederhana', 'jokowi', 'tuduh', 'politik', 'dinasti', 'khianat', 'konstitusi']",Positive
"['jsp', 'teriak', 'ubah', 'keberanjutan', 'usung', 'antek', 'orba', 'dinasti', 'politik', 'jokowi']",Neutral
['so'],Neutral
"['polemik', 'dinasti', 'politik', 'gus', 'dur']",Neutral
"['polemik', 'dinasti', 'politik', 'gus', 'dur']",Neutral
"['rupiah', 'anjlok', 'sin', 'tegak', 'lurus', 'jokowi', 'gibran', 'bobby', 'walkot']",Negative
"['juang', 'ombak', 'isu', 'dinasti', 'politik', 'sengkarut', 'mk', 'skrg', 'mjd', 'domain', 'bantah', 'paslon', 'psgr', 'gama', 'ngga', 'pancing', 'byk', 'nimbru']",Negative
"['tuju', 'tsb']",Neutral
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['negara', 'demokrasi', 'kenal', 'istilah', 'politik', 'dinasti', 'presiden', 'keluarga', 'jokowi', 'rakyat', 'indonesia', 'contoh', 'pm', 'singapura', 'putra', 'mantan', 'pm', 'singapura', 'rakyat', 'singapura', 'me']",Neutral
"['lawan', 'bib']",Negative
"['pk', 'guntur', 'ngga', 'baper', 'gk', 'panas', 'politik', 'santun', 'tampa', 'fitnah', 'takdir', 'prabowo', 'gibran', 'jokowi', 'jdi', 'tfk', 'dinasti', 'politik', 'terima', 'nyata']",Positive
"['bius', 'wajah', 'polos', 'ndeso', 'politik', 'dinasti', 'kangkang', 'konstitusi', 'ipar', 'sadar', 'naif', 'orang', 'indonesia', 'manfaatin']",Positive
"['main', 'politik', 'tingkat', 'pdip', 'ngga', 'nyerang', 'jokowi', 'scr', 'terangterangan', 'ngga', 'ps', 'ambil', 'moment', 'dizolimi', 'gp', 'kalah']",Negative
"['skandal', 'kep', 'mk']",Negative
"['kecewa', 'awak']",Negative
"['bc', 'postingan', 'abang', 'mkn', 'prihatin']",Neutral
"['juta', 'orang', 'dukung', 'khianat', 'ama', 'orang', 'rusak', 'konstitusi', 'negara', 'main', 'politik', 'dinasti', 'era', 'soeharto', 'guling', 'reformasi']",Negative
"['konstitusi', 'dikangkangimk', 'mahkamah', 'keluargasentimen', 'negatif', 'menguatrakyat', 'lawan', 'kolusi', 'elit', 'partaitegak', 'lurus', 'konstitusilawan', 'kolusi', 'nepotismepolitik', 'dinasti', 'bunuh', 'demokrasilawan', 'prabowo', 'din']",Negative
"['media', 'internasional', 'berita', 'pilih', 'gibran', 'rakabuming', 'bacawapres', 'damping', 'prabowo', 'rupa', 'nepotisme', 'upaya', 'bangun', 'dinasti', 'politik', 'rusak', 'proses', 'demokrasi']",Negative
"['langgeng', 'politik', 'dinasti']",Neutral
"['jabat', 'ngga', 'presiden', 'jokowi', 'ngga', 'usut', 'sibuk', 'cawecawe', 'lenggang', 'politik', 'dinasti', 'alas', 'rakyat']",Negative
"['purnomo', 'korban', 'dinasti', 'politik', 'tweet', 'anak']",Negative
"['rusak', 'demokrasi']",Positive
"['dinasti', 'politik', 'iya']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['mahasiswa', 'tolak', 'udah', 'bener', 'banget']",Positive
"['dinasti', 'politik', 'jokowi']",Neutral
['sejarah'],Neutral
"['tilik', 'hubung', 'adil', 'socrates', 'putus', 'mk', 'sarat', 'upaya', 'dinasti', 'politik', 'jokowi', 'puan', 'pks', 'ngapain', 'adi', 'gemoy', 'muda', 'kiky', 'xi', 'jinping', 'nyesel', 'odgj', 'shut', 'up', 'copenhagen', 'mkmk', 'erdogan', 'maguire', 'amran', 'sulaiman', 'rasmus', 'hojlund', 'turkey']",Negative
"['baris', 'calon', 'kalah', 'bangun', 'narasi', 'politik', 'dinasti']",Negative
"['gara', 'raja', 'juli', 'jokowi', 'politik', 'dinasti', 'tolak', 'politik', 'dinasti', 'bunuh', 'demokrasi']",Negative
"['kirain', 'politik', 'identitas', 'bahaya']",Negative
"['data', 'berita', 'jokowi', 'buka']",Positive
"['rupiah', 'politik', 'dinasti', 'bunuh', 'demokrasilawan', 'culik', 'dinasti', 'jokowi', 'kuasa', 'ganjar', 'mahfud', 'tegak', 'lurus', 'konstitusi']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
[],Neutral
"['nanya', 'lumayan', 'masabodo', 'ama', 'politik', 'indo', 'karna', 'kadang', 'hasil', 'tebak']",Negative
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['langgeng', 'politik', 'dinasti']",Neutral
"['gibran', 'nilai', 'dongkrak', 'elektabilitas', 'prabowo', 'efek', 'jokowi']",Positive
"['ganjarmahfud', 'udah', 'bagus', 'bgt', 'gem']",Positive
"['mahasiswa', 'semarang', 'gelar', 'demo', 'tolak', 'politik', 'dinasti', 'presiden', 'jokowi']",Positive
"['jokowi', 'kianati', 'pdp', 'jokowi', 'gibran', 'mencla', 'mencle', 'dinasti', 'politik', 'dukung', 'jokowi', 'marah', 'kecewa', 'pindah', 'dukung', 'ganjar', 'projo', 'nusantara', 'pindah', 'dukung', 'ganjar', 'rawan', 'ganjar', 'rawan', 'ganjar', 'provinsi', 'jokowi']",Negative
"['drmana', 'abai', 'etika', 'politik', 'tabrak', 'atur', 'bangun', 'dinasti', 'politik']",Positive
"['kontribusi', 'jokowi', 'demokrasi', 'putus', 'mata', 'rantai', 'dinasti', 'politik', 'anak', 'jual', 'martabak', 'maret']",Positive
"['juang', 'orba']",Neutral
"['emaknya', 'dijadiin', 'walikota', 'sampe', 'presiden', 'sampe', 'anak', 'mantu', 'walikota']",Positive
[],Positive
"['keluarga', 'gotong', 'royong']",Neutral
"['jokowi', 'manusia', 'mas']",Neutral
"['salah', 'pilih', 'jokowi', 'orang', 'kecoh']",Negative
"['politik', 'dinasti', 'langsung', 'anak', 'menteri', 'gibran', 'pilih', 'rakyat']",Neutral
"['ribu', 'alibi']",Neutral
"['babak', 'drama', 'politik', 'dinasti', 'titik']",Positive
"['percaya', 'jokowi', 'bangun', 'dinasti', 'politik', 'anti']",Negative
"['lo', 'serang', 'jokowi', 'maki', 'penghianat', 'bocil', 'bangsad', 'haus', 'kuasa', 'politik', 'dinasti', 'berhala', 'gue', 'komen', 'tuit', 'lo', 'smua', 'gilir', 'gue', 'tuit', 'bela', 'jokowi', 'ko', 'pd', 'gerah', 'gue', 'ngga', 'suka', 'dukung', 'benci']",Negative
"['calon', 'presiden', 'koalisi', 'indonesia', 'maju', 'kim']",Positive
"['ratus', 'mahasiswa', 'semarang', 'demo', 'protes', 'politik', 'dinasti', 'jokowi']",Negative
"['widodo', 'the', 'real', 'dinasti', 'politik', 'liat', 'banget', 'tabrakin', 'atur', 'jokowi']",Neutral
"['jokowi', 'udah', 'ngga', 'kapabel', 'presiden']",Positive
"['langgeng', 'politik', 'dinasti']",Neutral
"['langgeng', 'politik', 'dinasti']",Neutral
"['reborn', 'pilih', 'politik', 'dinasti', 'jokowi', 'indonesia', 'negara', 'demokrasi']",Neutral
"['dinasti', 'jokowi', 'politik', 'waris', 'keluarga']",Neutral
"['dinasti', 'politik', 'main', 'jokowi', 'priode']",Positive
"['mhd', 'gaduh', 'emang']",Neutral
"['unjuk', 'gigi']",Neutral
"['gibran', 'resmi', 'cawapres', 'prabowo']",Neutral
"['sangka', 'dr', 'skenario', 'drama', 'politik', 'dinasti', 'tanda', 'kutip', 'keluarga', 'jokowi', 'tonton', 'halus', 'rangkum', 'kalimat', 'tahta']",Positive
"['romo', 'bicara', 'politik', 'dinasti', 'politik', 'pas', 'jokowi', 'duank', 'dinasti', 'politik', 'ketua']",Positive
"['politik', 'dinasti', 'rakyat', 'kau', 'incar', 'tipu', 'khianat']",Negative
"['langgeng', 'politik', 'dinasti']",Neutral
"['mhd', 'nambahin']",Positive
"['mhd', 'mk', 'udah', 'pegang', 'lurah', 'mulus', 'jalan', 'bangun']",Neutral
"['shame', 'on', 'you', 'president', 'bahaya', 'negara', 'dng', 'kangkang', 'konstitusi', 'bangun', 'politik', 'dinasti', 'sungguh', 'ngeri']",Negative
"['gue', 'nyantai', 'banget', 'pilpres', 'kali']",Positive
"['tuding', 'dinasti', 'politik']",Negative
"['moga', 'revenge', 'jokowi', 'dinasti', 'banteng']",Negative
['goblok'],Neutral
"['motif', 'prabowo', 'duet', 'jokowi', 'kw', 'politik', 'dinasti', 'kek']",Positive
"['kkn', 'politik', 'dinasti', 'amerika', 'paman', 'sam', 'indonesia', 'paman', 'usman']",Neutral
"['kl', 'putus', 'politik', 'dinasti']",Positive
"['politik', 'dinasti', 'pilih', 'rakyat', 'tpi', 'langsung']",Neutral
"['titip', 'pesan', 'mbak', 'nana', 'tim', 'hasil', 'wawancara', 'mas', 'gibran', 'cawapres', 'mas', 'gibran', 'keluarga', 'malu', 'opini', 'publik', 'edar', 'mahkamah', 'keluarga', 'dinasti', 'politik', 'jokowi', 'moga']",Positive
"['jokowi', 'kuasa', 'thn', 'sejahtrakn', 'keluarga', 'kkn', 'wujud', 'dinasti', 'politik', 'fakta']",Positive
"['bener', 'jokowi', 'sempurna', 'sbg', 'presiden', 'bijak', 'ngga', 'sasar', 'perintah', 'bener', 'praktekin', 'politik', 'dinasti', 'mohon', 'maaf', 'kl', 'maaf']",Positive
"['komparasi', 'pilih']",Neutral
"['dinasti', 'politik', 'tuju', 'langgeng', 'kuasa', 'kapital', 'praktik', 'dinasti', 'politik', 'caracara', 'culas', 'capai', 'tuju', 'dinasti', 'politik', 'jokowi', 'maju', 'selang']",Positive
"['dinasti', 'politik', 'hukum', 'tata', 'negara', 'nilai', 'mk', 'langgeng', 'politik', 'dinasti', 'jokowi']",Positive
"['orang', 'tuju', 'politik', 'dinasti', 'suka', 'jokowi', 'milih', 'ps', 'gb', 'yuk', 'promosi', 'jago']",Positive
"['news', 'explained', 'prabowo', 'bela', 'jokowi', 'tuding', 'dinasti', 'politik', 'parpol', 'terap', 'dinasti']",Positive
"['maaf', 'neh', 'suka', 'ngga', 'suka', 'milu']",Positive
"['dukung', 'bela', 'jokowi']",Positive
"['heran', 'fisik', 'ahy', 'gibran', 'ahy', 'politik', 'dinasti', 'pampang', 'nyata', 'moga', 'kisruh', 'pdi', 'jokowi', 'untung', 'anies', 'pilih', 'anies', 'harap', 'temen', 'temen', 'dukung']",Positive
"['nyata', 'jokowi', 'periode', 'tp', 'tolak', 'megawati']",Negative
"['amien', 'ngais', 'dadak', 'bisu', 'pdhl', 'jokowi', 'sdng', 'laku', 'politik', 'dinasti']",Neutral
"['dinasti', 'politik', 'mengerikn', 'kawan', 'indonesia', 'korut']",Negative
"['barangkali', 'politik', 'balas', 'budi']",Negative
"['jokowi', 'vs', 'megawati']",Neutral
"['malas', 'kubu', 'jokowi', 'gelap', 'orba', 'hukum', 'dikangkangimk', 'hampenculikan', 'aktivis', 'nepotismedinasti', 'politik']",Negative
"['selamat', 'nikmat', 'drama', 'politik', 'dinasti']",Positive
"['ngga', 'dasar', 'njir']",Neutral
"['juang', 'ri', 'dinasti', 'politik']",Neutral
['jokowi'],Neutral
"['ramai', 'bener', 'politik', 'dinasti', 'tp', 'cuman', 'tnya']",Neutral
"['tuntut', 'mahasiswa']",Positive
"['suara', 'nitizen', 'pilih', 'prabowogibran', 'jokowi', 'periode', 'indonesia', 'hrs', 'jebak', 'politikn', 'dinasti', 'rusak', 'tatanan', 'politik', 'demokrasi']",Negative
"['full', 'power', 'skrg']",Neutral
"['poirot', 'sisa', 'jabtan', 'byk', 'kabinet', 'ganti']",Neutral
[],Neutral
"['poros', 'caprescawapres', 'usung', 'dinasti', 'politik', 'poros', 'endal', 'surya', 'paloh']",Positive
"['target', 'utama', 'jokowimau', 'cap', 'politik', 'dinastibodo', 'amatdgn', 'dukung', 'anwar', 'usman', 'sbg', 'ket', 'mk']",Positive
"['dinasti', 'politik', 'jokowi', 'oyak', 'etika', 'politik', 'rusak', 'demokrasi']",Negative
"['dinasti', 'politik', 'keluarga', 'patriotik']",Neutral
"['dinasti', 'politik', 'acu', 'pd', 'keluarga', 'pilih', 'abdi', 'bangsamenhan']",Positive
['rakyat'],Neutral
"['wkwkwkwk', 'pilih', 'dinasti', 'jokowi', 'deh', 'gue', 'seru', 'dunia', 'politik', 'negara', 'he', 'he', 'he']",Positive
"['dinasti', 'politik', 'indonesia', 'gmn', 'pdip', 'pdip', 'megawati']",Positive
"['sandiwara', 'jokowi', 'periode', 'politik', 'dinasti']",Neutral
"['heryanto', 'kelas', 'professor', 'baca', 'judul', 'heryanto', 'trus', 'era', 'jokowi', 'korupsi', 'puja', 'jokowi', 'professor', 'solusi', 'dukung', 'dinasti', 'politik', 'malu', 'ngga', 'solusi', 'gelar', 'prof', 'indo']",Positive
"['dikibulin', 'dinasti', 'politik', 'keluarga', 'presiden', 'jokowi']",Positive
"['jokowi', 'gebukin', 'jokowi', 'dukung', 'prabowo', 'suudzon', 'hening']",Positive
"['dinasti', 'politik', 'terang', 'skrg', 'alesannya', 'tinggal', 'bawa', 'rakyat', 'mudah', 'bener', 'tweet']",Positive
"['butet', 'bkn', 'ngga', 'suka', 'politik', 'dinasti', 'tp', 'dy', 'khawatir', 'ganjar', 'kalah', 'ngga', 'bantu', 'jokowi']",Negative
"['tanggap', 'dinasti', 'politik', 'jokowi']",Neutral
"['kualitas', 'liat', 'rekam', 'jejak', 'capres']",Neutral
"['jokowi', 'setir', 'bu', 'mega']",Neutral
"['id', 'ohya']",Neutral
['mega'],Neutral
"['denny', 'gila', 'mati', 'dewa', 'jokowi']",Negative
"['kasihan', 'anak', 'muda', 'gampang', 'banget', 'goreng', 'giring', 'kesana', 'kemari', 'bayang', 'anggota', 'keluarga', 'jokowi']",Positive
"['ngga', 'kayak', 'kitakita', 'sambat', 'twitter', 'lurah', 'bangun', 'dinasti', 'politik']",Positive
['warna'],Neutral
['warna'],Neutral
"['pks', 'tanggap', 'main', 'politik', 'dinasti', 'bangun', 'jokowi', 'adi', 'habib', 'luthfi', 'banget', 'mkmk', 'queen', 'rania', 'vs', 'foto', 'libur', 'keluarga', 'clarence', 'thomas', 'un', 'secretary', 'general', 'karina', 'drama', 'teaser', 'profesor', 'chief', 'of', 'staff', 'capresmu']",Positive
"['pks', 'tanggap', 'main', 'politik', 'dinasti', 'bangun', 'jokowi', 'adi', 'habib', 'luthfi', 'banget', 'mkmk', 'queen', 'rania', 'vs', 'foto', 'libur', 'keluarga', 'clarence', 'thomas', 'un', 'secretary', 'general', 'karina', 'drama', 'teaser', 'profesor', 'chief', 'of', 'staff', 'capresmu']",Positive
"['keluarga', 'jokowi', 'kayak', 'keluarga', 'kennedy', 'negara', 'barat', 'milik', 'dinasti', 'politik', 'sukses', 'suka', 'rakyat', 'ngga']",Positive
"['jokowi', 'anggap', 'pimpin', 'dorong', 'nilainilai', 'demokratis']",Positive
"['calon', 'putar']",Positive
"['buku', 'arti', 'buku', 'super', 'genius', 'lengkap', 'cerita', 'terkagetkaget', 'panutan', 'polos', 'baca', 'klik', 'dinasti', 'politik', 'keluarga', 'presiden', 'jokowi']",Positive
"['lestari', 'narasi', 'bodoh', 'percaya', 'orang', 'bodoh', 'jokowi', 'jokowi', 'tweet', 'jokowi', 'ubah', 'nafsu', 'politik', 'dinasti', 'gibran', 'cawapres']",Negative
"['warga', 'solo', 'ramairamai', 'dukung', 'prabowo', 'subianto', 'pilpres', 'isu', 'politik', 'dinasti', 'cuat', 'anggota', 'keluarga', 'presiden', 'jokowi', 'olah', 'akses', 'patas', 'jabat', 'perintah']",Positive
"['sejati', 'dinasti', 'politik']",Positive
"['masyarakat', 'nilai', 'bangun', 'dinasti', 'politik', 'wajah', 'tipu', 'smw', 'orang', 'nyata', 'ubah', 'harto']",Negative
"['orba', 'gada', 'dinasti', 'politik']",Negative
"['patut', 'kuasa', 'politik', 'dinasti', 'nyata', 'jokowi', 'oh', 'jokowi']",Negative
"['tweet', 'mpu', 'isu', 'masyarakat', 'putus', 'mk', 'duga', 'sengaja', 'lolos', 'keponakanya', 'cawapres', 'hubu']",Neutral
"['negara', 'bangsa', 'nkri', 'gue', 'suka', 'milih', 'dinasti', 'jokowi', 'ketimbang', 'dinasti', 'partai', 'politik', 'pdip', 'bertahuntahun', 'kuasa', 'motor', 'pimpin', 'layar']",Positive
"['indonesia', 'politik', 'dinastimulai', 'soekarno']",Positive
"['vurginia', 'anies']",Positive
"['minimal', 'amin', 'dikit', 'lemah', 'dukung', 'gama', 'rusa', 'pdip', 'jokowi', 'dukung', 'bogi', 'rusak', 'demokrasi']",Negative
"['id', 'heryanto', 'prof', 'tukang', 'sebar', 'benci', 'ariel', 'jg', 'kontribusi', 'politik', 'dinasti', 'gibran', 'buzzerp', 'jokowi', 'orang']",Neutral
"['heryanto', 'otak', 'tutup', 'benci', 'mulu', 'lo', 'kontributor', 'nyata', 'politik', 'dinasti', 'gibran', 'ngga', 'nyadar', 'lo', 'buzzer', 'jokowi']",Negative
"['heryanto', 'woy', 'ariel']",Positive
"['bahrawi', 'pusing', 'bangun', 'dinasti', 'politik']",Negative
"['nakula', 'sauya', 'muba', 'dinasti', 'jokowi', 'bahas', 'sebelumny', 'asudah', 'buanyak', 'dinasti', 'dinasti', 'politik']",Neutral
"['geli', 'jir', 'liat', 'jokowi']",Neutral
"['mohon', 'maaf', 'gibran', 'lahir', 'telat', 'diskriminasi', 'umur', 'langgeng', 'kuasa', 'partai', 'dinasti', 'politik', 'pdip']",Negative
"['kaya', 'ngga', 'ngaruh', 'orang', 'udah', 'ketua', 'mk', 'ipar', 'jokowi', 'gibran', 'cawapres']",Positive
"['berita', 'pilih']",Neutral
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'keluarga']",Neutral
"['top', 'isu']",Neutral
"['banding', 'dinasti', 'politik', 'indonesia']",Neutral
"['tim', 'menang', 'koalisi', 'indonesia', 'maju', 'wakil', 'dahnil', 'anzar', 'simanjuntak', 'diskursus', 'dinasti', 'politik', 'lihat', 'aspek', 'positif', 'klan', 'politik']",Positive
"['kasi', 'bela', 'argumen', 'emang', 'politik', 'dinasti', 'tweet', 'kasi', 'bumbu', 'orang', 'waras', 'nyadar']",Positive
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['menang', 'prabowo', 'langgeng', 'politik', 'dinasti', 'sdah', 'jokowi', 'negara', 'cobanyoba', 'srig', 'kalah', 'dmi', 'ambisi', 'msuk', 'perintah', 'ngumpul', 'modal', 'dn', 'kuat', 'nyoba', 'walikota', 'sumpah', 'periode', 'th', 'dh', 'ngacir']",Positive
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['cebong', 'th', 'pingsan', 'skrng', 'br', 'sadar']",Neutral
"['jokowi', 'terpa', 'isu', 'dinasti', 'politik']",Neutral
"['sambut', 'gibran', 'daftar', 'kpu', 'gibran', 'jokowi', 'presiden', 'calon', 'cawapres', 'prabowo', 'buruk', 'dinasti', 'politik']",Negative
"['rakyat', 'indonesia', 'pintar', 'survey', 'lampir', 'refleksi', 'pokok', 'politik', 'dinasti', 'gibran', 'anak', 'pakde', 'jokowi', 'maju', 'cawapres']",Positive
"['politik', 'dinasti', 'transaksional', 'prabowo', 'gibran', 'menang', 'tum', 'gerindra', 'milik', 'jokowi', 'full', 'langgeng', 'kuasa']",Positive
"['fasilitas', 'negara', 'pakai']",Neutral
"['wacana', 'presiden', 'periode', 'tolak', 'tum', 'pdip', 'presiden', 'jokowi', 'gerak', 'rencana', 'rubah', 'syarat', 'caprescawapres', 'gibran', 'maju', 'pilpres', 'jokowi', 'kangkang', 'konstitusi', 'bentuk', 'dinasti', 'politik', 'dinasti', 'kuasa']",Negative
"['selasa', 'dada', 'nobat', 'sbg', 'tum', 'id', 'kayak', 'plot', 'bawa', 'psi', 'dukung', 'kakak', 'kritik', 'masyarakat', 'kpd', 'dinasti', 'politik']",Positive
"['karpet', 'merah', 'gibran', 'produk', 'cawe', 'cawe', 'politik', 'dinasti', 'rusa', 'rezim', 'jokowi', 'akar']",Negative
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['tenang', 'putra', 'mahkota', 'hadir']",Positive
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['dinasti', 'politik']",Neutral
"['politik', 'dinasti', 'jokowi', 'ancam', 'demokrasi', 'hapus', 'nilai', 'demokrasi', 'nama', 'politik', 'dinasti']",Neutral
"['cent', 'hooh', 'lanjur', 'basah', 'anak', 'jokowi', 'sono', 'politik', 'dinasti', 'gakpapa', 'jkw', 'nyuruh']",Positive
"['jokowi', 'mk', 'laku', 'jahat', 'konstitusional', 'bangun', 'dinasti', 'politik', 'atur', 'khusus', 'keluarga']",Positive
"['silalahi', 'ri', 'rezim', 'utama', 'politik']",Positive
"['bela', 'jokowi']",Neutral
"['dinasti', 'politik', 'jokowi', 'anggap', 'rusak', 'demokrasi']",Negative
"['jokowi', 'presiden', 'pdip']",Neutral
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti', 'pagi', 'sarap', 'rayu', 'palsu', 'jokowi', 'semalem', 'indosiar', 'baekhyun', 'is', 'ezreal', 'tan', 'genocide']",Positive
[],Neutral
"['silah', 'masyarakat', 'nilai', 'keluarga', 'laku', 'dinasti', 'politik', 'bacawapres', 'kepala', 'daerah', 'presiden', 'pilih', 'masyarakat']",Neutral
"['juang', 'indonesia', 'gugat', 'nyata', 'joko', 'widodo', 'rakyat', 'muak', 'politik', 'dinasti']",Positive
"['profesor', 'jaman', 'jokowi', 'emg', 'gtu']",Positive
"['jokowigibran', 'ttp', 'boneka', 'pdi', 'gibran', 'gusur', 'suara', 'golkar', 'gerindra', 'jokowi', 'lg', 'kudeta', 'tum', 'issue', 'politik', 'dinasti']",Negative
"['balas', 'orang', 'suka', 'tebar', 'fitnah', 'politik', 'identitas', 'jatuh', 'politik', 'dinasti']",Positive
"['hebat', 'jokowi', 'dukung', 'ganjar']",Positive
"['keluarga', 'jokowi', 'buah', 'potret', 'keluarga', 'indonesia', 'motivasi', 'anak', 'terjun', 'politik', 'pengaruh', 'generasi', 'muda', 'bakti', 'bangsa', 'negara']",Positive
"['politik', 'dinasti', 'jokowi', 'ancam', 'demokrasi']",Negative
"['kek', 'politik', 'dinasti', 'gibran', 'bobby', 'nyalonin', 'walikota', 'anwar', 'usman', 'sah', 'suami', 'adik', 'jokowi', 'bela', 'presiden', 'pilih', 'mu', 'jokowi']",Neutral
"['presiden', 'jokowi']",Neutral
['jokowi'],Neutral
"['urus', 'dinasti', 'parpol', 'sm', 'dinasti', 'tampuk', 'pimpin', 'preswapres', 'beda', 'mas', 'bro']",Positive
"['demokrat', 'tanggap', 'santai', 'kisruh', 'politik', 'dinasti', 'uak', 'muka']",Negative
"['dukung', 'jokowi']",Positive
"['kabar', 'kontroversi', 'politik', 'dinasti', 'ala', 'jokowi']",Positive
"['megawati', 'puan', 'dinasti', 'politik', 'kaderisasi', 'partai']",Positive
"['tv', 'tweet', 'jabat', 'sedih']",Negative
"['jokowi', 'angkat', 'bicara', 'dinasti', 'politik', 'masyarakat', 'nilai']",Neutral
"['abitch', 'apologies', 'for', 'mansplaining', 'wkakw', 'but', 'this', 'is', 'such', 'misunderstood', 'take', 'bi']",Negative
"['jokowi', 'harihari', 'kue', 'partai', 'politik', 'tafsir', 'rangkul', 'kerja', 'rangkul', 'mulus', 'dinasti', 'politik', 'data', 'fakta']",Positive
"['kait', 'isu', 'dinasti', 'politik']",Neutral
"['munafik', 'dinasti', 'politik', 'jokowi', 'kritik']",Negative
"['ramai', 'politik', 'dinasti']",Neutral
"['dinasti', 'politik', 'pimpin', 'pilih', 'rakyat']",Neutral
"['diskredit', 'jokowi', 'pake', 'alas', 'dinasti', 'politik', 'jg', 'ngga', 'relevan', 'mnrt', 'gue']",Positive
"['tweet', 'selamat', 'dinasti', 'politikambyarrrrrr', 'negara']",Positive
"['hancur', 'politik', 'dinasti', 'negara', 'bkn', 'waris', 'nenek', 'moyang', 'jokowi']",Negative
"['prabowo', 'bela', 'jokowi', 'dinasti', 'politik', 'wajar']",Neutral
"['dinasti', 'politik']",Neutral
"['jalan', 'sejati', 'sugema', 'cole']",Neutral
"['kecewa', 'sikap', 'politik', 'dinasti', 'jokowi']",Negative
"['marufamin', 'tweet', 'hasan', 'mohon', 'maaf', 'jokowi']",Negative
['anak'],Neutral
"['smw', 'lg', 'bicara', 'jokowi', 'mk', 'dinastimakan', 'depotservis', 'bengkelnongkrong', 'cafe', 'wagbuka', 'ig', 'tv', 'dll', 'samaabad', 'digital', 'informasi', 'maju', 'info', 'bgt', 'cepat', 'smp', 'masyarakat', 'beda', 'jaman', 'thn', 'informasi', 'politik', 'gelap', 'gulita']",Neutral
"['kiprah', 'anakanak', 'presiden', 'potret', 'dinasti', 'politik', 'sukarno', 'jokowi']",Positive
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['era', 'jokowi', 'dinasti', 'politik']",Neutral
[],Negative
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['jokowi', 'angkat', 'bicara', 'dinasti', 'politik', 'masyarakat', 'nilai']",Neutral
"['ofpetojo', 'heran', 'kelas', 'wowo', 'ngeles', 'pucuk', 'teh', 'ulet', 'bela', 'dinasti', 'politik', 'lumrah', 'hahhaa']",Positive
"['jokowi', 'terpa', 'isu', 'bangun', 'dinasti', 'politik']",Neutral
"['tweet', 'negara', 'demokrasi', 'istilah', 'politik', 'dinasti', 'pilih', 'rakyat', 'indonesia']",Negative
"['faizal', 'assegaf', 'dinasti', 'politik', 'jokowi', 'politis', 'karbitan', 'tuju', 'hancur']",Neutral
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['bawa', 'senyum', 'nepotisme', 'kait', 'rugi', 'negara', 'anak', 'jokowi', 'nyapres']",Negative
"['prabowo', 'singgung', 'pdip', 'partai', 'politik', 'dinasti', 'genocide']",Positive
"['sbenar', 'perang', 'antra', 'parpol', 'sdng', 'mmperubutkn', 'dukung', 'jokowi', 'krna', 'jokowi', 'selesai', 'dngn', 'tugasnyacara', 'mreka', 'brutal', 'memikirkn', 'jokowijangn', 'kaget', 'lempar', 'isu', 'dinasti', 'politik', 'mnuai', 'hasil', 'nyabkn']",Negative
